latitude,longitude,frp,month,state,daynight
-15.1644,144.8077,55.7,2019-09,QLD,D
-31.8621,115.8982,2.7,2019-09,WA,D
-12.0442,141.8257,14.1,2019-09,QLD,D
-15.5842,134.622,86.1,2019-09,NT,D
-30.0797,152.4175,25.4,2019-09,NSW,N
-12.596,142.3738,16.9,2019-11,QLD,D
-29.9897,152.5761,14.8,2019-11,NSW,N
-18.7888,145.7133,16.9,2019-11,QLD,N
-16.3563,123.7404,13.9,2019-11,WA,N
-20.9281,119.1185,23.9,2019-11,WA,D
-29.2648,152.7232,11.0,2019-11,NSW,N
-30.7784,152.8371,140.3,2019-11,NSW,D
-15.396,127.8554,283.3,2019-11,WA,D
-31.1272,152.1767,10.4,2019-11,NSW,N
-29.4326,152.4479,83.7,2019-11,NSW,D
-31.0674,152.5444,21.9,2019-11,NSW,N
-31.329,152.0253,20.4,2019-11,NSW,N
-14.9202,127.6084,149.1,2019-11,WA,D
-29.4622,152.0369,8.2,2019-11,NSW,N
-33.2718,150.6119,129.4,2019-11,NSW,D
-15.6041,143.7884,16.8,2019-11,QLD,N
-33.1456,150.3247,31.3,2019-11,NSW,D
-29.2408,151.4516,9.4,2019-11,NSW,N
-14.6369,126.4008,149.2,2019-11,WA,D
-30.1046,152.9188,38.3,2019-11,NSW,D
-15.6461,142.4804,18.4,2019-11,QLD,D
-37.3139,148.2775,39.5,2019-11,NSW,D
-31.1222,151.9642,127.5,2019-11,NSW,D
-29.9148,152.7027,126.5,2019-11,NSW,N
-31.7587,152.046,31.8,2019-11,NSW,D
-31.0029,151.9603,66.9,2019-11,NSW,D
-29.957,152.4285,40.5,2019-11,NSW,D
-30.0997,151.5878,59.7,2019-11,NSW,D
-33.222,150.9071,22.7,2019-11,NSW,N
-30.8768,152.7354,21.4,2019-11,NSW,N
-29.7509,152.3089,8.5,2019-11,NSW,N
-31.9711,122.9173,63.1,2019-11,WA,D
-15.935,125.2872,33.4,2019-11,WA,D
-28.2262,152.6872,45.4,2019-11,NSW,D
-31.8286,152.1858,370.2,2019-11,NSW,D
-15.0469,127.4568,25.2,2019-11,WA,N
-29.2146,153.3111,2714.3,2019-11,NSW,N
-15.5289,144.2303,46.3,2019-11,QLD,D
-31.7285,152.0092,46.8,2019-11,NSW,N
-30.1079,152.5,35.2,2019-11,NSW,D
-29.1878,151.6307,32.7,2019-11,NSW,D
-28.1225,152.354,35.6,2019-11,NSW,D
-11.4649,142.3198,28.9,2019-11,QLD,D
-30.0127,151.3812,65.5,2019-11,NSW,N
-29.7419,151.9836,67.5,2019-11,NSW,D
-33.0982,150.3063,9.0,2019-11,NSW,N
-33.0456,150.4981,46.6,2019-11,NSW,D
-30.0452,152.3707,30.6,2019-11,NSW,D
-15.8171,142.4377,38.7,2019-11,QLD,N
-30.7091,152.2195,94.9,2019-11,NSW,D
-28.9699,153.4395,17.4,2019-11,NSW,D
-11.5167,142.5233,11.1,2019-11,QLD,D
-15.3985,143.8398,19.3,2019-11,QLD,D
-15.444,143.9073,18.7,2019-11,QLD,D
-15.1654,125.7893,84.1,2019-11,WA,D
-33.2504,150.3298,121.9,2019-11,NSW,D
-31.5469,152.2299,25.5,2019-11,NSW,D
-31.3554,152.526,23.4,2019-11,NSW,N
-14.0052,141.6431,26.3,2019-11,QLD,D
-31.5192,151.7912,24.2,2019-11,NSW,D
-30.4677,152.2183,53.6,2019-11,NSW,N
-15.4784,126.0463,26.3,2019-11,WA,D
-28.1225,152.269,92.1,2019-11,NSW,D
-33.2422,150.6226,66.5,2019-11,NSW,N
-15.8043,143.7875,76.8,2019-11,QLD,D
-29.2305,151.408,50.4,2019-11,NSW,D
-29.8039,153.1873,23.5,2019-11,NSW,N
-31.3453,152.2777,12.0,2019-11,NSW,D
-36.561,147.2318,10.2,2019-11,NSW,N
-12.0759,136.4618,44.4,2019-11,NT,D
-30.3915,151.0053,122.6,2019-11,NSW,N
-18.501,123.9125,287.6,2019-11,WA,N
-31.3174,152.5038,23.8,2019-11,NSW,N
-31.0148,151.1308,275.5,2019-11,NSW,D
-12.7536,136.4665,52.3,2019-11,NT,D
-12.5215,141.813,21.2,2019-11,QLD,D
-16.3556,141.416,8.7,2019-11,QLD,N
-29.8252,152.5968,12.0,2019-11,NSW,N
-33.0868,150.2775,135.5,2019-11,NSW,D
-30.9641,124.0953,48.5,2019-11,WA,D
-23.0786,150.5962,105.5,2019-11,QLD,D
-29.2791,151.4562,46.1,2019-11,NSW,D
-37.3242,148.2829,12.7,2019-11,NSW,N
-14.7878,127.4991,96.2,2019-11,WA,D
-29.7148,152.251,13.7,2019-11,NSW,N
-31.2474,124.108,27.6,2019-11,WA,D
-30.7065,152.1363,17.7,2019-11,NSW,D
-30.684,152.6925,381.4,2019-11,NSW,D
-15.8113,125.3228,321.5,2019-11,WA,D
-29.6638,152.2771,27.4,2019-11,NSW,D
-30.9515,151.9322,38.1,2019-11,NSW,N
-12.3772,131.5527,354.1,2019-11,NT,D
-28.3519,152.7412,10.8,2019-11,NSW,N
-28.8251,150.8465,45.6,2019-11,NSW,D
-13.1758,130.5421,29.3,2019-11,NT,D
-31.8644,152.1483,18.4,2019-11,NSW,N
-15.7924,144.0376,55.8,2019-11,QLD,D
-12.3855,131.549,75.8,2019-11,NT,D
-31.2959,123.6644,238.4,2019-11,WA,D
-31.6641,152.2338,30.7,2019-11,NSW,D
-14.8137,126.9934,72.3,2019-11,WA,D
-30.0895,152.7106,19.6,2019-11,NSW,N
-31.0417,124.1116,29.9,2019-11,WA,D
-15.6701,125.0834,19.0,2019-11,WA,N
-30.0494,152.4732,7.6,2019-11,NSW,N
-30.064,151.6066,173.4,2019-11,NSW,N
-31.3319,152.3481,10.4,2019-11,NSW,N
-30.6133,152.1705,24.6,2019-11,NSW,N
-29.1247,151.6223,4.9,2019-11,NSW,N
-15.9071,125.6423,108.5,2019-11,WA,D
-31.3484,152.4275,43.9,2019-11,NSW,N
-15.6948,125.1668,23.1,2019-11,WA,D
-29.2124,151.7955,8.5,2019-11,NSW,N
-30.7955,152.7857,69.6,2019-11,NSW,D
-28.0408,152.355,60.8,2019-11,NSW,D
-26.757,152.3732,17.3,2019-11,QLD,D
-31.09,124.1464,24.9,2019-11,WA,N
-31.1885,152.2394,21.8,2019-11,NSW,N
-16.797,145.3799,36.3,2019-11,QLD,D
-28.1086,152.3127,61.7,2019-11,NSW,D
-31.0584,152.0009,137.9,2019-11,NSW,D
-16.5419,126.7236,12.2,2019-11,WA,N
-15.5879,144.4489,18.3,2019-11,QLD,D
-33.161,150.6021,14.1,2019-11,NSW,D
-31.2792,151.9827,49.3,2019-11,NSW,N
-29.6535,152.0457,24.1,2019-11,NSW,D
-15.5103,124.9112,46.2,2019-11,WA,N
-13.9551,129.7857,15.8,2019-11,NT,N
-29.1858,152.8817,11.1,2019-11,NSW,N
-30.438,152.2507,516.4,2019-11,NSW,N
-13.2101,130.2538,66.1,2019-11,NT,N
-27.1361,128.6284,167.9,2019-11,WA,D
-30.4742,152.1443,60.5,2019-11,NSW,N
-29.9763,152.7619,90.6,2019-11,NSW,D
-33.2444,150.5311,86.0,2019-11,NSW,D
-16.8888,124.0762,46.3,2019-11,WA,D
-29.1784,151.4556,39.3,2019-11,NSW,D
-15.9439,125.5753,6.2,2019-11,WA,N
-29.3432,151.6732,65.4,2019-11,NSW,N
-20.2644,148.4395,316.8,2019-11,QLD,D
-23.3191,118.9381,7.3,2019-11,WA,N
-31.6496,151.8501,18.0,2019-11,NSW,N
-29.9201,152.2921,133.8,2019-11,NSW,D
-12.449,136.6795,19.1,2019-11,NT,D
-32.942,150.9021,16.2,2019-11,NSW,N
-16.5991,123.6641,69.9,2019-11,WA,D
-30.9839,152.2012,93.4,2019-11,NSW,D
-31.2145,152.4171,30.4,2019-11,NSW,D
-28.1384,152.4827,623.9,2019-11,NSW,D
-33.0405,150.2417,24.8,2019-11,NSW,N
-14.0245,131.7722,169.5,2019-11,NT,D
-20.245,139.6826,34.0,2019-11,QLD,D
-16.6104,136.3264,22.9,2019-11,NT,D
-30.1774,152.9372,15.1,2019-11,NSW,N
-16.583,144.8796,270.6,2019-11,QLD,D
-29.8959,152.8407,86.0,2019-11,NSW,N
-12.8767,130.4994,31.7,2019-11,NT,D
-31.4288,121.0651,177.6,2019-11,WA,D
-34.0873,150.2392,192.7,2019-11,NSW,D
-16.6877,123.7691,45.3,2019-11,WA,D
-29.303,144.9367,18.6,2019-11,NSW,N
-15.3093,143.8262,70.6,2019-11,QLD,D
-15.8832,125.3613,12.2,2019-11,WA,D
-18.8583,124.3107,36.9,2019-11,WA,D
-29.6802,152.3067,284.1,2019-11,NSW,N
-30.421,151.0003,112.0,2019-11,NSW,D
-29.3651,151.6698,12.7,2019-11,NSW,N
-27.2188,152.2355,11.0,2019-11,QLD,D
-30.8495,151.8164,80.7,2019-11,NSW,D
-15.4554,142.7868,95.6,2019-11,QLD,D
-15.4624,125.3084,38.0,2019-11,WA,N
-11.428,130.5291,19.9,2019-11,NT,N
-27.3357,128.9822,597.4,2019-11,WA,D
-29.1891,153.2516,30.5,2019-11,NSW,D
-26.5523,152.2515,14.6,2019-11,QLD,N
-31.287,151.9516,71.6,2019-11,NSW,N
-30.8497,152.712,19.1,2019-11,NSW,N
-31.291,123.9913,22.5,2019-11,WA,D
-29.9858,152.7522,59.8,2019-11,NSW,N
-29.1761,151.4511,16.7,2019-11,NSW,N
-29.3494,153.1901,37.3,2019-11,NSW,D
-31.1954,123.5916,39.3,2019-11,WA,D
-25.6288,146.4198,213.7,2019-11,QLD,N
-34.0603,150.2462,524.8,2019-11,NSW,D
-31.7018,152.085,12.2,2019-11,NSW,D
-31.1176,124.0679,40.4,2019-11,WA,N
-16.2072,124.8495,174.4,2019-11,WA,D
-18.3961,126.7587,23.5,2019-11,WA,N
-35.4976,150.1313,34.1,2019-11,NSW,N
-24.4641,117.8655,55.1,2019-11,WA,D
-23.103,150.6426,29.2,2019-11,QLD,D
-15.0713,125.9833,8.4,2019-11,WA,N
-29.1468,153.2535,9.1,2019-11,NSW,N
-29.1318,153.0884,21.4,2019-11,NSW,D
-29.2792,153.2802,161.2,2019-11,NSW,N
-31.3914,152.1971,5.8,2019-11,NSW,N
-15.6419,125.568,270.5,2019-11,WA,D
-28.0542,152.3731,15.8,2019-11,NSW,N
-30.5758,152.2328,97.0,2019-11,NSW,D
-18.4842,123.9085,319.5,2019-11,WA,N
-31.0031,152.5682,408.8,2019-11,NSW,D
-13.9313,129.796,12.5,2019-11,NT,D
-30.7131,152.3171,41.0,2019-11,NSW,D
-31.4875,124.0794,44.6,2019-11,WA,D
-31.4693,124.0526,80.8,2019-11,WA,D
-31.2216,123.5605,29.4,2019-11,WA,D
-14.9049,127.5365,13.3,2019-11,WA,N
-11.5649,142.5099,23.7,2019-11,QLD,D
-12.8237,136.1136,41.2,2019-11,NT,D
-13.0485,143.1668,53.3,2019-11,QLD,D
-37.6868,147.9293,225.4,2019-11,NSW,D
-15.7172,130.2067,33.5,2019-11,NT,D
-25.1364,152.5085,191.1,2019-11,QLD,D
-33.2233,150.7667,23.7,2019-11,NSW,D
-31.3031,151.956,73.0,2019-11,NSW,N
-18.1342,124.2674,63.0,2019-11,WA,D
-14.0175,131.6738,12.1,2019-11,NT,N
-15.7796,128.8656,234.5,2019-11,WA,D
-15.9548,125.5452,40.9,2019-11,WA,D
-31.6177,151.7966,25.6,2019-11,NSW,N
-15.8135,142.5899,60.2,2019-11,QLD,N
-29.9613,152.7118,15.8,2019-11,NSW,N
-13.6705,134.1441,19.8,2019-11,NT,D
-14.304,129.4881,124.4,2019-11,NT,D
-14.8964,126.3982,36.9,2019-11,WA,D
-33.1388,150.6946,138.9,2019-11,NSW,D
-32.2941,150.1707,17.7,2019-11,NSW,N
-14.9937,126.4142,36.0,2019-11,WA,D
-29.6221,152.2312,45.9,2019-11,NSW,D
-30.838,124.1783,24.3,2019-11,WA,N
-29.8709,152.3248,10.0,2019-11,NSW,N
-16.3962,136.1955,8.6,2019-11,NT,N
-29.969,152.9223,9.0,2019-11,NSW,N
-29.8389,118.5189,30.8,2019-11,WA,N
-12.997,143.2123,50.4,2019-11,QLD,D
-15.5677,124.6937,12.1,2019-11,WA,D
-31.4525,123.673,23.0,2019-11,WA,N
-37.3501,148.279,450.0,2019-11,NSW,N
-33.1856,150.7805,6.8,2019-11,NSW,N
-31.3672,152.6121,22.1,2019-11,NSW,N
-29.607,152.2498,20.5,2019-11,NSW,N
-15.1935,127.4099,12.5,2019-11,WA,N
-35.3918,149.5317,75.9,2019-11,NSW,D
-30.0236,152.9218,24.1,2019-11,NSW,N
-29.192,153.0582,25.0,2019-11,NSW,N
-21.393,123.4115,25.7,2019-11,WA,D
-15.8106,143.9903,10.6,2019-11,QLD,D
-30.7571,152.4236,11.7,2019-11,NSW,D
-14.0145,131.8573,22.1,2019-11,NT,D
-29.3489,152.8372,5.8,2019-11,NSW,D
-31.1547,151.9638,113.1,2019-11,NSW,D
-31.5911,151.8119,150.8,2019-11,NSW,D
-29.1868,152.357,13.1,2019-11,NSW,D
-30.9971,151.1424,25.3,2019-11,NSW,N
-27.9458,152.3582,54.6,2019-11,QLD,D
-30.9267,152.6488,65.2,2019-11,NSW,D
-14.0395,129.8408,24.1,2019-11,NT,D
-30.822,124.1618,46.2,2019-11,WA,N
-33.197,150.3501,158.0,2019-11,NSW,D
-12.9692,132.7505,76.1,2019-11,NT,D
-29.3669,151.6698,16.1,2019-11,NSW,N
-31.037,152.2018,193.8,2019-11,NSW,D
-35.5226,150.1715,9.8,2019-11,NSW,D
-30.0189,152.7194,162.6,2019-11,NSW,N
-31.2258,123.5943,86.7,2019-11,WA,D
-29.3169,152.8818,639.2,2019-11,NSW,D
-14.9883,128.6284,111.9,2019-11,WA,D
-15.8664,125.6085,30.9,2019-11,WA,N
-26.6509,130.2159,11.1,2019-11,NT,D
-33.2288,150.3543,35.1,2019-11,NSW,N
-30.7596,151.9029,94.0,2019-11,NSW,N
-29.7086,152.2735,260.6,2019-11,NSW,N
-29.3705,153.175,50.3,2019-11,NSW,D
-14.122,126.9762,19.1,2019-11,WA,D
-15.9349,125.4356,5.7,2019-11,WA,N
-12.4613,136.6725,23.3,2019-11,NT,D
-33.2815,150.6504,73.9,2019-11,NSW,D
-31.3536,152.3755,28.7,2019-11,NSW,D
-27.2742,128.7293,41.3,2019-11,WA,D
-30.8591,151.8545,6.9,2019-11,NSW,N
-29.151,151.5669,458.0,2019-11,NSW,N
-28.305,152.5537,18.9,2019-11,NSW,D
-33.1588,150.6344,10.1,2019-11,NSW,N
-16.5948,123.6936,46.4,2019-11,WA,D
-14.9972,131.4578,35.2,2019-11,NT,D
-14.3311,126.5309,40.6,2019-11,WA,D
-31.2566,152.3327,13.1,2019-11,NSW,N
-30.0189,151.3602,32.5,2019-11,NSW,D
-29.9885,152.1124,98.0,2019-11,NSW,D
-29.6761,152.0411,7.6,2019-11,NSW,N
-18.4458,123.7481,27.0,2019-11,WA,D
-19.3025,142.659,25.0,2019-11,QLD,D
-30.6388,147.5476,7.0,2019-11,NSW,D
-31.2547,152.0411,6.8,2019-11,NSW,N
-28.2945,152.6134,26.6,2019-11,NSW,N
-31.8057,152.0844,16.3,2019-11,NSW,N
-33.2488,150.6339,166.2,2019-11,NSW,D
-15.6747,129.4725,9.2,2019-11,NT,N
-16.5821,145.0119,8.4,2019-11,QLD,N
-31.728,152.176,15.0,2019-11,NSW,D
-30.8818,152.6346,52.4,2019-11,NSW,D
-33.1967,150.3233,70.6,2019-11,NSW,D
-28.2967,152.6009,11.9,2019-11,NSW,N
-32.0213,152.3043,199.5,2019-11,NSW,D
-29.2171,152.7544,182.5,2019-11,NSW,D
-13.2164,130.2763,287.7,2019-11,NT,N
-33.3169,150.5794,26.0,2019-11,NSW,D
-31.769,152.0462,27.6,2019-11,NSW,D
-29.1764,151.7252,27.1,2019-11,NSW,N
-12.586,136.6308,36.9,2019-11,NT,D
-30.7353,152.7303,19.6,2019-11,NSW,N
-31.4709,124.017,9.0,2019-11,WA,N
-29.2912,153.1573,48.3,2019-11,NSW,N
-29.206,152.9158,19.1,2019-11,NSW,N
-11.4555,142.3667,27.2,2019-11,QLD,D
-31.7764,152.2541,34.5,2019-11,NSW,D
-29.335,152.5288,168.0,2019-11,NSW,D
-33.08,123.5994,28.6,2019-11,WA,D
-29.2964,152.5946,183.7,2019-11,NSW,D
-28.4601,125.3364,427.5,2019-11,WA,N
-30.9558,152.3168,28.9,2019-11,NSW,N
-14.9449,126.2035,9.0,2019-11,WA,N
-31.229,123.573,41.0,2019-11,WA,D
-31.1607,123.6005,762.5,2019-11,WA,D
-29.2702,153.0946,45.6,2019-11,NSW,D
-30.8964,152.6411,15.2,2019-11,NSW,D
-15.7027,144.2722,36.8,2019-11,QLD,D
-29.6289,152.2959,749.2,2019-11,NSW,D
-31.7318,152.2487,649.6,2019-11,NSW,D
-30.9869,152.0994,118.4,2019-11,NSW,D
-15.7651,145.0796,23.7,2019-11,QLD,D
-29.3931,152.5857,54.2,2019-11,NSW,D
-29.7829,152.5734,105.5,2019-11,NSW,D
-31.3468,152.5904,9.5,2019-11,NSW,N
-14.8528,131.2859,34.6,2019-11,NT,D
-26.1961,152.3249,21.9,2019-11,QLD,D
-30.0429,152.6941,170.9,2019-11,NSW,D
-29.7866,152.3173,86.6,2019-11,NSW,D
-27.9781,152.4069,661.7,2019-11,QLD,D
-16.4687,126.7347,69.7,2019-11,WA,N
-30.8403,152.241,169.4,2019-11,NSW,D
-30.9505,152.0447,33.1,2019-11,NSW,N
-31.2135,123.6138,638.8,2019-11,WA,D
-29.1396,152.5854,498.4,2019-11,NSW,D
-12.4754,135.0001,12.1,2019-11,NT,D
-31.5054,152.3746,11.7,2019-11,NSW,N
-27.2785,152.1262,82.9,2019-11,QLD,D
-16.5923,136.1691,67.8,2019-11,NT,D
-29.8969,152.3905,25.0,2019-11,NSW,D
-31.0007,151.9734,208.1,2019-11,NSW,D
-28.2982,152.7032,69.1,2019-11,NSW,N
-18.5182,145.8951,26.2,2019-11,QLD,D
-15.0114,127.2325,52.9,2019-11,WA,D
-30.9111,151.9606,142.5,2019-11,NSW,D
-35.3829,149.6283,157.4,2019-11,NSW,N
-29.1243,153.257,8.6,2019-11,NSW,N
-12.2676,132.5412,7.1,2019-11,NT,N
-31.029,152.626,16.7,2019-11,NSW,D
-31.3304,152.034,43.8,2019-11,NSW,D
-30.9737,151.1712,17.0,2019-11,NSW,D
-31.2369,152.0238,21.7,2019-11,NSW,D
-31.0179,152.1963,81.5,2019-11,NSW,D
-30.8344,151.9042,1237.3,2019-11,NSW,D
-31.6921,151.8841,55.3,2019-11,NSW,N
-15.3116,143.9143,28.9,2019-11,QLD,D
-33.1124,150.3097,12.4,2019-11,NSW,D
-29.2852,151.5792,394.9,2019-11,NSW,D
-12.9696,136.3549,18.4,2019-11,NT,D
-33.0584,150.4937,30.9,2019-11,NSW,N
-29.1955,151.6286,114.9,2019-11,NSW,D
-31.7472,152.172,47.9,2019-11,NSW,D
-30.6275,152.3251,8.1,2019-11,NSW,N
-29.8091,152.4779,52.1,2019-11,NSW,N
-31.0196,152.2069,19.1,2019-11,NSW,D
-30.8715,152.6908,27.5,2019-11,NSW,D
-33.1699,150.6357,16.4,2019-11,NSW,N
-15.8835,125.28,10.4,2019-11,WA,N
-31.6433,152.0045,97.5,2019-11,NSW,D
-31.3925,152.1439,9.6,2019-11,NSW,N
-29.2469,151.6472,38.6,2019-11,NSW,D
-31.2056,152.3727,18.0,2019-11,NSW,N
-28.659,127.8884,15.2,2019-11,WA,N
-28.0899,152.4108,68.1,2019-11,NSW,D
-29.2339,151.5758,194.5,2019-11,NSW,D
-31.1168,151.9845,30.4,2019-11,NSW,N
-15.1841,127.4019,88.4,2019-11,WA,N
-29.8355,152.6,44.1,2019-11,NSW,D
-30.8015,122.9689,97.2,2019-11,WA,D
-15.6634,143.8833,229.0,2019-11,QLD,D
-30.8867,152.6345,68.3,2019-11,NSW,N
-37.2785,148.3218,33.8,2019-11,NSW,N
-30.9303,152.7256,31.6,2019-11,NSW,N
-30.1662,152.678,42.8,2019-11,NSW,D
-30.7758,152.8017,45.3,2019-11,NSW,D
-31.5708,151.8724,30.7,2019-11,NSW,D
-31.0484,151.9626,25.8,2019-11,NSW,N
-14.438,131.3213,47.1,2019-11,NT,D
-31.7903,151.9608,62.6,2019-11,NSW,D
-16.9615,124.1989,213.6,2019-11,WA,D
-14.6889,126.3143,77.4,2019-11,WA,D
-30.1458,152.9692,24.2,2019-11,NSW,D
-15.7461,144.0971,4.9,2019-11,QLD,N
-33.3712,150.769,20.8,2019-11,NSW,D
-19.0566,144.5285,28.6,2019-11,QLD,N
-30.6982,152.2864,15.9,2019-11,NSW,N
-31.1125,151.9593,32.6,2019-11,NSW,D
-31.8167,152.1949,121.3,2019-11,NSW,D
-31.2444,152.4343,21.8,2019-11,NSW,N
-14.6205,126.214,51.2,2019-11,WA,D
-16.9238,124.2559,81.9,2019-11,WA,D
-31.6491,151.7902,5.0,2019-11,NSW,N
-33.0912,150.7286,161.4,2019-11,NSW,D
-28.6391,152.2147,71.1,2019-11,NSW,D
-30.1743,152.625,17.4,2019-11,NSW,D
-31.3141,151.9587,32.0,2019-11,NSW,D
-14.8588,126.4921,6.5,2019-11,WA,N
-17.7748,122.3083,37.2,2019-11,WA,D
-15.5792,124.8264,64.8,2019-11,WA,D
-15.6882,143.9372,19.7,2019-11,QLD,D
-37.326,148.2945,57.9,2019-11,NSW,N
-30.7452,152.13,118.1,2019-11,NSW,D
-30.8296,124.061,105.0,2019-11,WA,D
-14.237,135.7507,91.4,2019-11,NT,D
-22.6605,150.2587,21.5,2019-11,QLD,D
-31.796,152.1047,30.8,2019-11,NSW,D
-15.6408,143.9633,17.9,2019-11,QLD,D
-17.9047,122.6789,119.9,2019-11,WA,D
-33.0081,150.555,45.1,2019-11,NSW,D
-14.9355,126.9544,6.5,2019-11,WA,N
-31.4293,123.7133,156.1,2019-11,WA,D
-33.8479,150.8895,10.0,2019-11,NSW,D
-31.1063,152.6206,32.9,2019-11,NSW,D
-31.0423,151.9525,333.9,2019-11,NSW,D
-33.1215,150.6227,43.9,2019-11,NSW,D
-29.8198,152.553,603.0,2019-11,NSW,N
-27.7131,124.3864,14.7,2019-11,WA,N
-36.6,147.2739,8.0,2019-11,NSW,N
-11.0973,142.2335,137.8,2019-11,QLD,D
-29.8784,152.7897,4.5,2019-11,NSW,N
-31.6754,152.3315,29.5,2019-11,NSW,N
-33.0553,150.3042,54.5,2019-11,NSW,D
-15.4656,144.2319,21.3,2019-11,QLD,D
-30.8798,151.9544,407.5,2019-11,NSW,D
-30.9165,151.903,1371.4,2019-11,NSW,D
-29.2077,153.1899,22.8,2019-11,NSW,D
-29.2793,153.0715,88.3,2019-11,NSW,D
-31.2408,152.821,21.5,2019-11,NSW,N
-31.798,115.8316,10.5,2019-11,WA,D
-15.3629,125.6208,6.9,2019-11,WA,N
-31.0836,152.556,12.2,2019-11,NSW,N
-31.6713,152.2206,53.0,2019-11,NSW,D
-31.6076,124.0247,33.0,2019-11,WA,D
-15.6561,142.3831,91.5,2019-11,QLD,D
-31.687,151.917,46.7,2019-11,NSW,N
-30.8904,152.2733,41.1,2019-11,NSW,D
-29.8714,152.6869,28.1,2019-11,NSW,N
-15.8206,143.6667,117.9,2019-11,QLD,D
-30.4538,152.1828,98.4,2019-11,NSW,N
-19.6476,147.1926,48.5,2019-11,QLD,D
-33.2429,150.6453,46.3,2019-11,NSW,D
-15.5515,124.8431,50.2,2019-11,WA,D
-31.2536,152.4258,79.8,2019-11,NSW,D
-31.3046,152.0878,35.3,2019-11,NSW,D
-31.3005,152.0344,29.8,2019-11,NSW,N
-29.2002,151.4447,47.1,2019-11,NSW,D
-18.3708,126.117,19.5,2019-11,WA,N
-18.7415,124.3934,398.1,2019-11,WA,D
-30.0299,151.3177,41.1,2019-11,NSW,N
-31.0385,152.1608,80.9,2019-11,NSW,D
-33.1623,150.3256,13.9,2019-11,NSW,N
-20.2863,148.4211,35.4,2019-11,QLD,D
-30.6814,123.0355,118.0,2019-11,WA,N
-34.0755,150.2133,143.8,2019-11,NSW,D
-13.3199,141.7941,9.4,2019-11,QLD,D
-28.3408,152.5889,22.7,2019-11,NSW,N
-11.4285,142.3265,28.0,2019-11,QLD,D
-27.2553,152.1458,61.3,2019-11,QLD,D
-14.6136,127.1701,31.5,2019-11,WA,D
-31.1212,152.0067,29.9,2019-11,NSW,D
-30.5101,152.2808,76.9,2019-11,NSW,N
-13.9966,129.7628,32.5,2019-11,NT,D
-31.0769,151.9686,33.9,2019-11,NSW,N
-31.4668,123.9864,66.5,2019-11,WA,D
-12.7396,136.459,83.6,2019-11,NT,D
-29.1406,151.5943,43.6,2019-11,NSW,D
-37.1074,149.6061,96.0,2019-11,NSW,D
-29.3219,152.7029,100.1,2019-11,NSW,D
-31.0002,152.0321,193.8,2019-11,NSW,D
