latitude,longitude,frp,month,state,daynight
-29.6712,152.3051,85.1,2019-11,NSW,N
-27.2529,128.8027,67.5,2019-11,WA,D
-31.7389,151.9354,33.3,2019-11,NSW,N
-15.7455,136.4084,18.5,2019-11,NT,D
-33.0815,150.465,13.5,2019-11,NSW,N
-34.1627,116.1187,12.4,2019-11,WA,D
-29.9983,152.4062,73.9,2019-11,NSW,N
-33.1024,150.4508,239.4,2019-11,NSW,D
-30.2033,150.0764,27.6,2019-11,NSW,N
-31.1611,152.6486,186.1,2019-11,NSW,D
-29.2151,151.5146,106.9,2019-11,NSW,N
-11.5513,132.9205,40.1,2019-11,NT,D
-29.1776,128.2262,382.7,2019-12,WA,D
-35.7818,150.0786,0.0,2019-12,NSW,D
-17.3433,122.998,22.8,2019-12,WA,N
-34.0143,149.9566,269.8,2019-12,NSW,N
-34.1869,150.4019,78.8,2019-12,NSW,D
-31.3192,151.9261,31.5,2019-12,NSW,N
-24.5413,148.0321,21.0,2019-12,QLD,D
-15.4862,145.1321,200.2,2019-12,QLD,D
-32.7972,150.6477,28.3,2019-12,NSW,D
-35.4774,149.991,266.7,2019-12,NSW,N
-37.5617,147.7188,93.8,2019-12,NSW,N
-33.3491,150.4822,12.0,2019-12,NSW,N
-29.6086,122.9528,52.0,2019-12,WA,N
-31.0981,152.6327,62.3,2019-12,NSW,D
-27.8655,126.5559,18.1,2019-12,WA,D
-32.5733,150.6303,94.2,2019-12,NSW,D
-16.6766,135.8291,290.7,2019-12,NT,D
-34.2164,150.2422,12.6,2019-12,NSW,D
-32.9224,120.6285,11.6,2019-12,WA,N
-31.1725,152.4755,12.2,2019-12,NSW,N
-17.7262,142.2919,271.7,2019-12,QLD,N
-16.5188,137.6241,16.5,2019-12,NT,D
-16.5111,141.6642,46.0,2019-12,QLD,N
-33.0775,149.8464,22.6,2019-12,NSW,N
-32.8807,150.3254,18.9,2019-12,NSW,D
-33.8696,150.1764,23.3,2019-12,NSW,N
-32.0621,151.3889,13.4,2019-12,NSW,N
-32.9986,151.2117,22.9,2019-12,NSW,D
-16.9142,137.6846,26.0,2019-12,NT,D
-15.7256,143.3747,64.7,2019-12,QLD,N
-29.4295,152.3911,67.5,2019-12,NSW,D
-34.2118,150.474,280.8,2019-12,NSW,D
-25.9908,150.5223,5.4,2019-12,QLD,N
-13.4301,135.4192,86.7,2019-12,NT,D
-32.7647,150.9567,10.2,2019-12,NSW,N
-29.647,152.6108,46.5,2019-12,NSW,D
-37.1668,148.2189,100.9,2019-12,NSW,N
-33.0565,123.37,50.7,2019-12,WA,N
-31.6039,152.1472,32.3,2019-12,NSW,D
-33.2392,151.0151,94.4,2019-12,NSW,D
-15.8455,142.8175,52.9,2019-12,QLD,D
-33.3342,151.0561,121.4,2019-12,NSW,D
-11.5847,142.5723,61.9,2019-12,QLD,D
-31.445,151.2844,14.2,2019-12,NSW,N
-28.5717,128.4974,200.1,2019-12,WA,D
-31.3918,151.2679,42.0,2019-12,NSW,N
-32.3199,150.0495,7.5,2019-12,NSW,N
-25.0764,149.3025,70.8,2019-12,QLD,D
-27.8544,127.9892,130.3,2019-12,WA,D
-14.3513,127.3594,84.1,2019-12,WA,D
-12.7899,136.3774,33.3,2019-12,NT,D
-34.9601,150.4535,17.9,2019-12,NSW,N
-13.5871,142.0051,25.3,2019-12,QLD,D
-33.3989,150.1106,119.8,2019-12,NSW,D
-28.0481,129.7614,19.2,2019-12,SA,N
-25.3806,149.23,8.7,2019-12,QLD,D
-18.4971,123.5118,8.0,2019-12,WA,N
-37.3899,147.6958,20.3,2019-12,NSW,D
-18.3409,143.7392,27.5,2019-12,QLD,N
-32.3115,121.419,162.8,2019-12,WA,D
-37.2487,148.4292,14.4,2019-12,NSW,D
-32.5983,150.3108,50.7,2019-12,NSW,D
-22.6776,150.1822,7.5,2019-12,QLD,N
-35.6015,149.9488,15.1,2019-12,NSW,N
-32.8187,150.1464,14.9,2019-12,NSW,D
-36.2528,147.7229,57.1,2019-12,NSW,D
-32.6885,150.4058,60.6,2019-12,NSW,D
-17.6624,144.7705,15.9,2019-12,QLD,D
-31.5273,115.6794,12.1,2019-12,WA,N
-33.4226,150.107,12.8,2019-12,NSW,N
-25.2202,149.2624,10.3,2019-12,QLD,D
-15.198,128.3354,14.0,2019-12,WA,D
-34.2065,150.0152,73.2,2019-12,NSW,D
-34.2517,150.3652,21.1,2019-12,NSW,D
-15.3912,144.5621,76.3,2019-12,QLD,D
-28.857,128.7092,22.7,2019-12,WA,N
-22.5146,128.1643,364.0,2019-12,WA,D
-35.2365,150.1621,174.3,2019-12,NSW,D
-25.0336,149.3204,11.4,2019-12,QLD,N
-32.5956,150.6441,24.8,2019-12,NSW,N
-35.5137,149.5649,51.1,2019-12,NSW,N
-22.9342,149.9431,16.2,2019-12,QLD,D
-16.5126,137.7184,68.6,2019-12,NT,D
-32.6392,150.5266,30.2,2019-12,NSW,D
-32.7556,150.9149,106.1,2019-12,NSW,D
-34.87,150.2403,15.6,2019-12,NSW,N
-32.5884,150.6224,120.6,2019-12,NSW,D
-30.4273,122.3376,44.0,2019-12,WA,D
-37.2217,148.5665,60.3,2019-12,NSW,D
-32.3465,120.1015,64.4,2019-12,WA,D
-18.3427,143.7047,16.0,2019-12,QLD,N
-34.45,118.1474,22.7,2019-12,WA,D
-34.2537,150.4419,79.5,2019-12,NSW,D
-33.575,150.2748,11.2,2019-12,NSW,N
-32.7152,150.2956,33.0,2019-12,NSW,N
-32.9713,150.7282,9.4,2019-12,NSW,N
-32.7584,150.2185,77.8,2019-12,NSW,D
-32.8,120.2287,237.1,2019-12,WA,D
-32.9437,120.5795,6.2,2019-12,WA,N
-18.9245,143.5151,26.7,2019-12,QLD,D
-18.3467,144.057,31.6,2019-12,QLD,D
-32.6633,121.0601,10.3,2019-12,WA,N
-26.7655,126.3257,31.7,2019-12,WA,N
-29.7377,152.5483,24.1,2019-12,NSW,D
-32.5788,150.6228,74.6,2019-12,NSW,D
-35.5583,150.3062,22.8,2019-12,NSW,D
-37.5817,147.9775,107.7,2019-12,NSW,D
-37.2183,148.465,5.9,2019-12,NSW,N
-21.3089,148.9352,91.1,2019-12,QLD,D
-37.5332,147.643,18.5,2019-12,NSW,N
-33.0914,150.8899,58.6,2019-12,NSW,N
-29.2824,152.1813,7.1,2019-12,NSW,N
-32.0584,121.4851,59.0,2019-12,WA,N
-37.1757,148.549,24.5,2019-12,NSW,N
-32.7416,150.2893,19.4,2019-12,NSW,N
-28.6958,152.5112,84.6,2019-12,NSW,D
-18.6529,123.429,65.8,2019-12,WA,D
-31.364,151.6871,20.5,2019-12,NSW,N
-15.8191,143.2429,123.5,2019-12,QLD,D
-12.6753,136.2379,54.3,2019-12,NT,D
-29.5189,151.9641,94.2,2019-12,NSW,D
-33.3731,150.5704,30.8,2019-12,NSW,D
-37.7019,148.2206,0.0,2019-12,NSW,N
-30.2531,150.2976,850.2,2019-12,NSW,D
-17.6722,144.8321,28.9,2019-12,QLD,D
-32.764,150.3936,25.1,2019-12,NSW,N
-37.6428,148.0728,0.0,2019-12,NSW,N
-28.5791,152.261,45.7,2019-12,NSW,D
-33.032,123.5124,10.8,2019-12,WA,N
-34.1819,150.0499,249.1,2019-12,NSW,D
-25.3046,130.2131,181.1,2019-12,NT,D
-14.529,142.8189,132.2,2019-12,QLD,D
-33.1666,150.8759,84.8,2019-12,NSW,D
-16.6667,135.8309,40.4,2019-12,NT,D
-29.6676,152.6748,19.2,2019-12,NSW,N
-15.5685,141.5302,28.5,2019-12,QLD,D
-29.1764,128.1032,55.4,2019-12,WA,D
-15.6103,143.6184,7.4,2019-12,QLD,N
-14.3694,126.1131,45.9,2019-12,WA,D
-33.2181,150.0469,46.3,2019-12,NSW,D
-18.7386,123.8563,11.6,2019-12,WA,N
-16.1593,142.1836,128.8,2019-12,QLD,D
-32.7151,150.1018,68.2,2019-12,NSW,N
-30.8531,123.4324,158.3,2019-12,WA,D
-19.9436,123.0253,25.0,2019-12,WA,D
-33.5639,150.3459,71.5,2019-12,NSW,D
-33.3626,150.3552,47.3,2019-12,NSW,N
-35.5104,150.2465,21.2,2019-12,NSW,D
-33.4287,150.2128,24.8,2019-12,NSW,N
-37.6144,149.4427,861.5,2019-12,NSW,D
-36.5744,140.1001,147.7,2019-12,SA,D
-27.821,128.6564,13.3,2019-12,WA,N
-37.1963,148.4246,62.1,2019-12,NSW,N
-34.3235,118.0512,24.3,2019-12,WA,D
-34.1399,150.0516,49.1,2019-12,NSW,D
-37.2545,148.4541,1191.9,2019-12,NSW,D
-31.641,151.1235,33.5,2019-12,NSW,N
-11.7905,133.4048,32.1,2019-12,NT,D
-18.108,143.8334,115.8,2019-12,QLD,D
-37.4139,147.6528,26.9,2019-12,NSW,D
-37.6236,149.1859,22.1,2019-12,NSW,D
-33.3984,150.1154,148.9,2019-12,NSW,D
-12.8801,136.3125,32.5,2019-12,NT,D
-32.638,150.3223,239.2,2019-12,NSW,D
-32.8731,150.6251,35.8,2019-12,NSW,D
-21.6428,127.2128,130.4,2019-12,WA,D
-18.0597,143.7199,31.3,2019-12,QLD,N
-24.4786,151.2619,11.0,2019-12,QLD,N
-32.6457,150.2744,19.4,2019-12,NSW,N
-30.724,152.0536,69.8,2019-12,NSW,D
-37.43,147.9914,10.0,2019-12,NSW,D
-18.6038,143.8235,195.0,2019-12,QLD,D
-24.6188,124.4456,31.5,2019-12,WA,N
-31.4953,115.6404,11.0,2019-12,WA,N
-32.8765,150.2104,159.1,2019-12,NSW,D
-37.0638,148.2236,40.8,2019-12,NSW,N
-36.3448,149.7052,798.7,2019-12,NSW,N
-32.8317,150.2116,22.9,2019-12,NSW,D
-20.8695,136.8123,170.6,2019-12,NT,D
-32.2553,121.3966,96.8,2019-12,WA,N
-33.6029,123.7292,302.2,2019-12,WA,D
-32.6891,150.513,61.1,2019-12,NSW,N
-33.0875,123.4628,117.0,2019-12,WA,N
-33.5562,123.7017,606.0,2019-12,WA,D
-24.4799,151.2744,20.1,2019-12,QLD,N
-25.7728,129.8132,190.3,2019-12,NT,D
-37.4015,147.7924,225.1,2019-12,NSW,N
-28.7453,152.319,27.8,2019-12,NSW,N
-16.9222,137.6407,13.8,2019-12,NT,D
-26.653,126.1552,112.5,2019-12,WA,D
-33.1693,123.677,14.3,2019-12,WA,N
-25.7749,151.0398,9.1,2019-12,QLD,N
-37.6185,148.104,0.0,2019-12,NSW,N
-16.3435,142.087,22.6,2019-12,QLD,N
-34.1601,150.4379,29.0,2019-12,NSW,N
-15.2781,144.4942,21.1,2019-12,QLD,D
-32.8227,150.184,45.1,2019-12,NSW,N
-28.7771,128.6362,26.9,2019-12,WA,N
-37.5863,147.7186,9.9,2019-12,NSW,N
-28.8673,128.9899,12.9,2019-12,WA,N
-12.4661,131.6586,12.4,2019-12,NT,D
-33.1359,151.0354,37.7,2019-12,NSW,D
-33.3338,151.0273,8.6,2019-12,NSW,N
-23.2292,146.3926,170.1,2019-12,QLD,D
-21.4176,140.8114,12.8,2019-12,QLD,N
-37.6027,147.887,21.2,2019-12,NSW,N
-30.5086,150.864,13.2,2019-12,NSW,N
-37.3716,147.7016,53.7,2019-12,NSW,D
-17.694,142.4202,8.6,2019-12,QLD,N
-35.5694,150.2968,1258.4,2019-12,NSW,D
-35.6372,150.0108,130.3,2019-12,NSW,N
-29.6759,152.518,30.6,2019-12,NSW,D
-12.2619,132.2186,14.1,2019-12,NT,D
-26.4363,126.2052,9.3,2019-12,WA,D
-33.9398,150.8701,3.4,2019-12,NSW,D
-31.3564,151.3531,25.6,2019-12,NSW,N
-18.8878,144.6371,38.4,2019-12,QLD,D
-29.5075,152.1798,40.9,2019-12,NSW,N
-32.765,150.8447,20.0,2019-12,NSW,D
-34.0382,150.2019,55.4,2019-12,NSW,D
-42.0976,147.9312,17.8,2019-12,VIC,D
-29.1261,150.8287,398.4,2019-12,NSW,D
-32.9526,150.4368,17.8,2019-12,NSW,D
-37.6304,148.9376,53.0,2019-12,NSW,N
-37.2052,148.6081,6.5,2019-12,NSW,N
-32.1509,151.3895,25.2,2019-12,NSW,D
-27.9442,127.6114,15.2,2019-12,WA,D
-33.9341,150.0457,18.4,2019-12,NSW,D
-31.3299,151.8129,9.5,2019-12,NSW,N
-34.0802,150.0975,18.1,2019-12,NSW,D
-32.8111,150.6119,19.1,2019-12,NSW,D
-33.929,150.2068,24.0,2019-12,NSW,N
-32.6693,120.3375,301.0,2019-12,WA,D
-33.1467,150.2126,38.3,2019-12,NSW,D
-36.1365,149.5601,91.7,2019-12,NSW,N
-21.3512,126.5871,6.0,2019-12,WA,N
-28.7714,128.538,23.3,2019-12,WA,N
-17.5286,145.105,27.4,2019-12,QLD,D
-25.3543,146.5642,21.2,2019-12,QLD,N
-37.7696,148.1937,18.2,2019-12,NSW,N
-32.7132,150.2775,48.2,2019-12,NSW,N
-36.1436,149.467,33.7,2019-12,NSW,N
-35.2456,149.9943,100.0,2019-12,NSW,D
-30.3406,151.3368,26.5,2019-12,NSW,N
-33.475,150.1855,81.9,2019-12,NSW,D
-16.534,137.5105,142.6,2019-12,NT,D
-37.6456,147.8058,61.4,2019-12,NSW,N
-37.6228,147.5939,229.8,2019-12,NSW,D
-33.9007,150.2878,12.6,2019-12,NSW,D
-28.0184,127.3091,28.0,2019-12,WA,D
-31.3592,151.8466,46.3,2019-12,NSW,N
-34.2321,150.0011,62.5,2019-12,NSW,N
-32.9963,149.9537,22.8,2019-12,NSW,D
-32.0278,135.8203,155.0,2019-12,SA,D
-13.288,135.7654,143.2,2019-12,NT,D
-29.3762,152.3949,4.3,2019-12,NSW,N
-32.5724,150.2589,46.0,2019-12,NSW,N
-34.1634,150.1826,40.6,2019-12,NSW,N
-37.7614,149.337,0.0,2019-12,NSW,N
-33.1752,116.2444,49.1,2019-12,WA,D
-32.2938,150.1437,112.7,2019-12,NSW,D
-34.9059,150.1597,508.7,2019-12,NSW,N
-37.4778,147.5429,88.5,2019-12,NSW,D
-30.6346,152.3982,17.4,2019-12,NSW,N
-16.4744,142.4515,14.5,2019-12,QLD,N
-17.4032,142.8528,12.3,2019-12,QLD,N
-32.6257,150.7241,32.8,2019-12,NSW,D
-15.6512,125.2649,5.2,2019-12,WA,N
-25.0108,149.3044,124.5,2019-12,QLD,N
-30.1149,150.8695,151.9,2019-12,NSW,N
-33.3379,150.3037,140.8,2019-12,NSW,D
-34.9585,150.1752,446.1,2019-12,NSW,D
-25.111,149.209,34.4,2019-12,QLD,D
-26.0365,128.4788,131.0,2019-12,WA,D
-36.1595,139.9682,101.0,2019-12,SA,D
-32.7416,150.7483,10.8,2019-12,NSW,N
-33.6454,150.3536,6.3,2019-12,NSW,N
-24.9581,149.3457,49.8,2019-12,QLD,D
-30.9552,116.0242,186.6,2019-12,WA,D
-34.2441,150.1451,16.2,2019-12,NSW,N
-31.3302,151.3459,182.1,2019-12,NSW,D
-16.0893,142.8401,24.0,2019-12,QLD,D
-29.965,151.9581,245.0,2019-12,NSW,D
-31.531,152.1435,45.1,2019-12,NSW,N
-33.3682,151.0802,15.9,2019-12,NSW,N
-32.3613,150.1852,25.2,2019-12,NSW,D
-30.3589,151.3494,16.6,2019-12,NSW,N
-31.4515,151.3092,11.1,2019-12,NSW,N
-32.9514,150.2904,57.5,2019-12,NSW,D
-34.1532,150.3053,124.5,2019-12,NSW,D
-22.65,116.9704,22.1,2019-12,WA,N
-32.5953,150.4302,31.8,2019-12,NSW,N
-14.586,141.9536,17.2,2019-12,QLD,D
-17.8402,142.7648,18.0,2019-12,QLD,D
-35.2777,150.0844,120.5,2019-12,NSW,D
-31.5175,151.6639,151.3,2019-12,NSW,D
-35.2517,150.0702,15.7,2019-12,NSW,N
-32.8625,150.324,76.7,2019-12,NSW,D
-18.0101,143.7815,7.7,2019-12,QLD,N
-25.1308,151.8093,27.1,2019-12,QLD,D
-31.4812,115.6644,689.6,2019-12,WA,D
-23.0915,119.5707,62.0,2019-12,WA,D
-30.6404,147.5359,21.7,2019-12,NSW,D
-22.6986,150.3212,396.5,2019-12,QLD,D
-32.8954,150.3795,28.4,2019-12,NSW,N
-33.8532,150.0951,27.8,2019-12,NSW,N
-33.0408,150.8141,71.3,2019-12,NSW,D
-32.5111,120.2112,55.3,2019-12,WA,D
-37.2667,148.5138,115.4,2019-12,NSW,N
-37.3671,148.2474,3066.3,2019-12,NSW,D
-24.6745,127.2224,22.1,2019-12,WA,D
-32.659,150.634,105.0,2019-12,NSW,N
-20.0507,121.0277,32.8,2019-12,WA,D
-16.0211,142.5015,11.2,2019-12,QLD,N
-37.7145,148.2619,0.0,2019-12,NSW,N
-17.4921,122.3209,441.2,2019-12,WA,D
-30.8612,123.5866,2793.7,2019-12,WA,D
-30.615,152.126,40.2,2019-12,NSW,N
-33.3865,150.2834,63.1,2019-12,NSW,D
-32.271,121.6928,49.1,2019-12,WA,N
-32.1814,121.3559,4.8,2019-12,WA,N
-30.6448,152.0178,23.6,2019-12,NSW,N
-28.3166,124.6705,45.5,2019-12,WA,D
-35.1714,150.1979,50.5,2019-12,NSW,D
-30.1324,151.9019,27.8,2019-12,NSW,D
-16.4095,137.7453,84.5,2019-12,NT,N
-35.5011,147.989,123.2,2019-12,NSW,N
-18.3629,123.1552,8.2,2019-12,WA,N
-35.2921,150.0415,78.6,2019-12,NSW,N
-33.098,123.5127,63.8,2019-12,WA,N
-30.8248,151.7857,21.6,2019-12,NSW,D
-33.9994,150.1544,19.8,2019-12,NSW,N
-34.3334,118.3547,21.3,2019-12,WA,N
-17.0139,137.4977,376.1,2019-12,NT,D
-33.3749,150.2459,25.0,2019-12,NSW,D
-28.6211,152.4208,29.0,2019-12,NSW,D
-32.9317,150.8397,18.1,2019-12,NSW,D
-34.9383,150.219,145.7,2019-12,NSW,D
-25.122,147.5481,4.9,2019-12,QLD,N
-31.609,152.0555,11.0,2019-12,NSW,N
-28.7421,128.6129,48.2,2019-12,WA,D
-29.1603,152.263,16.6,2019-12,NSW,D
-34.1173,150.303,29.3,2019-12,NSW,D
-18.3115,143.784,37.1,2019-12,QLD,D
-19.4799,144.284,24.1,2019-12,QLD,D
-32.684,150.2626,239.5,2019-12,NSW,D
-28.8418,128.7245,18.1,2019-12,WA,N
-34.133,150.2224,261.1,2019-12,NSW,D
-32.58,150.5869,26.4,2019-12,NSW,D
-24.9162,149.4679,8.0,2019-12,QLD,N
-21.4613,139.879,18.3,2019-12,QLD,N
-20.2481,144.1411,10.0,2019-12,QLD,N
-16.923,137.6591,5.3,2019-12,NT,N
-29.3546,152.0281,175.7,2019-12,NSW,D
-32.7645,150.4239,62.2,2019-12,NSW,D
-32.6723,121.0583,4.7,2019-12,WA,N
-31.3944,151.7649,13.6,2019-12,NSW,N
-20.4693,144.1934,49.7,2019-12,QLD,D
-15.6754,127.095,132.5,2019-12,WA,D
-32.7606,150.981,5.6,2019-12,NSW,N
-19.0209,129.5534,26.1,2019-12,NT,D
-31.4231,151.8296,146.4,2019-12,NSW,D
-32.5674,150.2672,25.1,2019-12,NSW,N
-30.0137,151.8938,24.5,2019-12,NSW,D
-31.3628,152.0063,42.6,2019-12,NSW,N
-32.8202,150.9722,22.2,2019-12,NSW,D
-28.1159,129.7007,8.6,2019-12,SA,N
-37.5485,148.2054,0.0,2019-12,NSW,N
-29.1336,152.2561,15.6,2019-12,NSW,N
-32.9278,123.4096,90.7,2019-12,WA,D
-33.4308,150.7131,20.7,2019-12,NSW,D
-25.0907,149.1743,124.3,2019-12,QLD,D
-35.2884,150.2205,56.3,2019-12,NSW,N
-27.4014,150.8291,29.5,2019-12,QLD,D
-25.7758,129.7117,85.4,2019-12,NT,D
-34.1589,150.0114,48.6,2019-12,NSW,D
-34.4208,118.0962,161.4,2019-12,WA,D
-32.9348,150.2179,45.9,2019-12,NSW,D
-29.0511,128.339,328.4,2019-12,WA,D
-32.5955,150.3331,33.4,2019-12,NSW,D
-37.3833,148.2942,14.8,2019-12,NSW,N
-33.5182,150.5342,93.4,2019-12,NSW,D
-15.3596,144.1514,25.9,2019-12,QLD,D
-16.2805,129.6169,16.3,2019-12,NT,D
-33.6035,150.3692,7.7,2019-12,NSW,N
-18.2471,143.7006,24.9,2019-12,QLD,N
-15.2637,129.9404,35.9,2019-12,NT,D
-32.9607,123.4477,79.4,2019-12,WA,N
-16.447,137.648,6.2,2019-12,NT,N
-18.0797,142.9532,49.3,2019-12,QLD,D
-37.1206,148.1122,38.9,2019-12,NSW,N
-32.9458,150.6754,17.6,2019-12,NSW,N
-15.11,125.0962,61.4,2019-12,WA,D
-30.8258,151.7974,88.1,2019-12,NSW,D
-30.8018,151.831,29.3,2019-12,NSW,D
-35.0554,150.4734,11.6,2019-12,NSW,N
-34.2285,150.193,9.0,2019-12,NSW,N
-29.1235,150.841,308.6,2019-12,NSW,D
-33.3612,150.2198,246.7,2019-12,NSW,D
-34.2529,150.021,32.7,2019-12,NSW,N
-32.5832,150.5422,65.8,2019-12,NSW,N
-13.9696,135.06,64.7,2019-12,NT,D
-36.1011,147.7118,1775.8,2019-12,NSW,N
-29.3095,152.1925,34.4,2019-12,NSW,N
-21.274,134.1702,27.1,2019-12,NT,N
-33.3571,150.0858,45.5,2019-12,NSW,D
-31.4229,151.9478,108.4,2019-12,NSW,D
-13.1614,130.279,8.8,2019-12,NT,D
-17.4685,143.2508,5.2,2019-12,QLD,N
-35.5569,150.3175,105.8,2019-12,NSW,N
-32.3496,150.1282,121.9,2019-12,NSW,D
-32.7044,150.2954,43.3,2019-12,NSW,N
-37.5634,148.6726,29.1,2019-12,NSW,N
-28.7321,128.6711,34.9,2019-12,WA,D
-33.9602,150.3631,105.7,2019-12,NSW,D
-25.0274,149.3148,37.0,2019-12,QLD,D
-15.2203,131.5117,94.3,2019-12,NT,D
-37.8007,141.3777,150.7,2019-12,NSW,D
-12.435,136.7489,33.0,2019-12,NT,D
-32.1284,121.4813,11.8,2019-12,WA,N
-24.6118,151.5249,19.7,2019-12,QLD,N
-34.0391,150.0901,17.8,2019-12,NSW,N
-30.4345,122.3726,176.0,2019-12,WA,D
-32.633,150.4282,62.9,2019-12,NSW,D
-37.586,147.7555,44.4,2019-12,NSW,D
-30.6614,152.13,32.8,2019-12,NSW,D
-32.9605,150.9911,74.3,2019-12,NSW,D
-20.4088,134.51,6.3,2019-12,NT,N
-35.0038,150.0792,25.7,2019-12,NSW,N
-13.4011,133.5762,9.2,2019-12,NT,N
-30.7368,152.0605,38.9,2019-12,NSW,N
-32.8658,123.4943,214.6,2019-12,WA,D
-14.0984,134.9529,37.8,2019-12,NT,D
-22.4294,118.8866,32.7,2019-12,WA,D
-33.9731,150.0823,103.5,2019-12,NSW,D
-30.8291,151.7837,9.0,2019-12,NSW,D
-15.5395,129.1642,26.2,2019-12,NT,D
-33.2329,151.0697,44.3,2019-12,NSW,N
-32.813,151.096,7.9,2019-12,NSW,N
-14.7089,128.11,26.8,2019-12,WA,D
-25.1637,128.1049,45.4,2019-12,WA,D
-26.5536,152.2361,141.0,2019-12,QLD,D
-29.3237,152.1965,11.2,2019-12,NSW,N
-35.6664,150.0406,872.2,2019-12,NSW,N
-31.4665,151.3207,117.8,2019-12,NSW,D
-28.8141,152.2767,40.8,2019-12,NSW,D
-31.5915,151.2265,17.4,2019-12,NSW,N
-37.3891,148.2523,122.3,2019-12,NSW,D
-33.3985,150.4875,27.2,2019-12,NSW,D
-32.5883,150.2252,29.0,2019-12,NSW,N
-35.9476,147.577,194.9,2019-12,NSW,N
-32.9704,151.0376,62.9,2019-12,NSW,N
-37.4815,148.1061,12.9,2019-12,NSW,N
-35.4802,147.9963,98.5,2019-12,NSW,N
-37.4948,147.5702,73.8,2019-12,NSW,D
-14.1866,132.5739,5.0,2019-12,NT,N
-32.5701,119.8562,23.3,2019-12,WA,D
-37.4385,148.5671,0.0,2019-12,NSW,N
-35.2273,150.3915,49.6,2019-12,NSW,D
-32.3276,123.3911,198.3,2019-12,WA,D
-37.3064,147.9066,366.1,2019-12,NSW,D
-13.6356,132.3371,327.9,2019-12,NT,D
-30.7749,119.8769,128.0,2019-12,WA,D
-24.2637,129.5653,146.7,2019-12,NT,D
-37.1485,148.1522,113.8,2019-12,NSW,N
-24.8906,147.8234,16.8,2019-12,QLD,D
-28.8338,128.9625,36.0,2019-12,WA,N
-26.4434,125.7567,19.6,2019-12,WA,D
-15.959,142.1765,57.8,2019-12,QLD,D
-15.3299,143.2113,41.3,2019-12,QLD,D
-34.3194,150.5146,83.3,2019-12,NSW,D
-32.7659,150.3607,36.0,2019-12,NSW,N
-17.1477,122.7608,43.4,2019-12,WA,D
-16.3147,141.579,54.9,2019-12,QLD,D
-25.787,152.0351,14.8,2019-12,QLD,N
-16.1802,137.1214,13.1,2019-12,NT,D
-32.5925,150.3039,38.6,2019-12,NSW,D
-34.3373,150.4075,66.4,2019-12,NSW,D
-32.66,150.7916,57.0,2019-12,NSW,D
-33.1506,123.4798,7.3,2019-12,WA,N
-24.7088,147.9279,9.6,2019-12,QLD,N
